age,marie,genre,nb_jours_abonne,active_msg_vocaux,nb_msg_vocaux,nb_appel_jour,duree_appel_jour,cout_appel_jour,nb_appel_soiree,duree_appel_soiree,cout_appel_soiree,nb_appel_nuit,duree_appel_nuit,cout_appel_nuit,nb_appel_inter,duree_appel_inter,cout_appel_inter,nb_reclamation,churn,offer_type_target_mean
28,0,1,126,0,0,126,197.6,33.59,112,246.5,20.95,104,285.3,12.84,8,12.5,3.38,2,0,0.204545455
28,0,1,127,0,0,108,220.2,37.43,124,188.4,16.01,113,172.7,7.77,3,11.7,3.16,2,0,0.094827586
28,0,1,131,0,0,115,211.8,36.01,102,260.5,22.14,96,144.2,6.49,7,10.8,2.92,0,0,0.138461538
28,0,1,141,0,0,94,138.2,23.49,84,176.4,14.99,110,182.9,8.23,6,11.1,3,3,0,0.125
28,0,1,147,0,0,95,205.3,34.9,128,166.7,14.17,84,240.6,10.83,4,7.8,2.11,1,0,0.116731518
28,0,1,149,0,0,115,207.3,35.24,82,198.4,16.86,83,114.1,5.13,4,8.6,2.32,1,0,0.132075472
28,0,1,174,0,0,49,178,30.26,83,141.5,12.03,114,265.1,11.93,5,6.2,1.67,3,0,0.142857143
28,1,0,45,1,38,92,196.8,33.46,108,254.2,21.61,85,261.8,11.78,2,7.7,2.08,1,0,0.153424658
28,1,0,51,0,0,107,51.8,8.81,104,230.2,19.57,118,227.5,10.24,4,10.4,2.81,2,0,0.146341463
28,1,0,58,1,30,111,178.1,30.28,109,236.7,20.12,118,264,11.88,2,8.4,2.27,0,0,0.113989637
28,1,0,66,1,36,76,106.7,18.14,77,209.8,17.83,117,190.4,8.57,2,12.1,3.27,1,0,0.131578947
28,1,0,69,0,0,109,153.7,26.13,105,194,16.49,114,256.1,11.52,6,14.1,3.81,1,0,0
28,1,0,71,1,23,82,175.7,29.87,136,258.9,22.01,154,268.4,12.08,7,14.1,3.81,1,0,0.153846154
28,1,0,80,0,0,121,239.9,40.78,51,142.3,12.1,106,364.3,16.39,5,9.3,2.51,1,0,0.122137405
28,1,0,87,1,33,99,125,21.25,81,235.3,20,95,215.3,9.69,7,10.2,2.75,2,0,0.146341463
28,1,0,91,0,0,100,103.2,17.54,154,124.8,10.61,111,336.1,15.12,4,14,3.78,2,1,0.17370892
28,1,0,110,1,40,103,202.6,34.44,128,118.8,10.1,98,234.9,10.57,9,9,2.43,2,0,0.135951662
28,1,0,115,0,0,97,245,41.65,75,250.7,21.31,124,270.2,12.16,8,13.7,3.7,1,1,0.153846154
28,1,0,116,0,0,128,89.5,15.22,137,180.8,15.37,94,193.1,8.69,3,14,3.78,2,0,0.131578947
28,1,0,117,0,0,121,150.5,25.59,132,345.1,29.33,97,183.9,8.28,2,8.3,2.24,0,0,0.134408602
28,1,0,119,0,0,70,134.9,22.93,74,211.5,17.98,105,188.5,8.48,6,11.3,3.05,1,0,0.146341463
28,1,0,132,1,21,89,223.4,37.98,105,193.2,16.42,85,226.2,10.18,5,7.7,2.08,3,0,0.144859813
28,1,0,136,0,0,112,88.5,15.05,98,279.5,23.76,69,278,12.51,12,7.5,2.03,1,0,0.135951662
28,1,0,145,0,0,89,175.8,29.89,119,274.3,23.32,69,226.6,10.2,4,12.4,3.35,1,0,0.135951662
28,1,0,155,0,0,55,262.4,44.61,113,194.6,16.54,85,146.5,6.59,6,8.3,2.24,2,0,0.194444444
28,1,0,157,0,0,105,220.7,37.52,127,119.3,10.14,113,165.1,7.43,7,11.5,3.11,4,0,0.132075472
28,1,0,161,0,0,88,165.4,28.12,111,209.7,17.82,129,270.7,12.18,3,10.5,2.84,4,0,0.185483871
28,1,0,172,0,0,121,212,36.04,115,31.2,2.65,78,293.3,13.2,10,12.6,3.4,3,0,0.120879121
28,1,1,58,1,39,40,211.9,36.02,76,274.4,23.32,175,210.5,9.47,4,5.4,1.46,1,0,0.17370892
28,1,1,64,1,31,121,281.9,47.92,104,240.6,20.45,120,212.2,9.55,5,7,1.89,3,0,0.225806452
28,1,1,67,0,0,131,152.5,25.93,107,252.4,21.45,104,185.4,8.34,3,4.9,1.32,2,0,0.185483871
28,1,1,84,0,0,132,204.1,34.7,117,164.4,13.97,123,165.1,7.43,0,0,0,1,0,0.333333333
28,1,1,88,0,0,139,202.6,34.44,123,210.7,17.91,86,81.1,3.65,8,9.8,2.65,1,0,0.17370892
28,1,1,92,1,44,95,152,25.84,73,274.9,23.37,121,162.4,7.31,1,10,2.7,2,0,0.17370892
28,1,1,93,1,21,103,213.8,36.35,72,257.7,21.9,114,218.4,9.83,6,7.2,1.94,1,0,0.166023166
28,1,1,98,1,20,112,186.2,31.65,65,145.3,12.35,104,142.8,6.43,4,10.9,2.94,3,0,0.134408602
28,1,1,110,0,0,84,244.7,41.6,95,106.4,9.04,61,194.9,8.77,1,10.5,2.84,2,1,0.06122449
28,1,1,115,0,0,95,249.9,42.48,104,242.5,20.61,121,151.7,6.83,6,15.3,4.13,1,1,0.166666667
28,1,1,117,0,0,84,158.7,26.98,91,181.7,15.44,67,177.3,7.98,10,7.7,2.08,2,0,0.185483871
28,1,1,128,0,0,111,216,36.72,115,153.7,13.06,74,227,10.22,4,12.7,3.43,1,0,0.132075472
28,1,1,136,0,0,117,92,15.64,77,253.6,21.56,90,214.1,9.63,10,10.3,2.78,1,0,0.144859813
28,1,1,137,0,0,118,242.1,41.16,93,191,16.24,50,218.6,9.84,2,14.7,3.97,3,0,0.131578947
28,1,1,143,0,0,72,167.8,28.53,99,211,17.94,109,153.5,6.91,6,10.5,2.84,4,1,0.153424658
28,1,1,151,0,0,88,134.5,22.87,112,143.1,12.16,61,223.9,10.08,1,15.4,4.16,1,0,0.139344262
28,1,1,151,0,0,91,175.7,29.87,127,152.3,12.95,88,140,6.3,10,10.7,2.89,1,0,0.116731518
28,1,1,161,0,0,100,322.3,54.79,135,230.4,19.58,104,241.5,10.87,5,7.8,2.11,2,1,0.166023166
28,1,1,165,1,17,68,177.9,30.24,112,153.9,13.08,121,251.2,11.3,7,10.6,2.86,1,0,0.144859813
28,1,1,174,0,0,72,239.2,40.66,124,188.5,16.02,116,105.6,4.75,3,8.8,2.38,1,0,0.142857143
29,0,0,38,0,0,114,117.3,19.94,105,208.7,17.74,98,203.4,9.15,2,14.4,3.89,2,0,0.185483871
29,0,0,42,0,0,52,150.7,25.62,96,246.7,20.97,118,103.8,4.67,4,7,1.89,2,0,0.153424658
29,0,0,43,1,24,109,207,35.19,100,181.7,15.44,111,148.7,6.69,6,5.7,1.54,1,0,0.17370892
29,0,0,44,0,0,86,288.8,49.1,87,175.9,14.95,106,215.4,9.69,2,9.5,2.57,0,1,0.135951662
29,0,0,57,0,0,114,166.4,28.29,119,76.8,6.53,77,260.1,11.7,3,10.9,2.94,3,0,0.06122449
29,0,0,64,1,18,111,211.4,35.94,67,150.8,12.82,87,216.5,9.74,2,10.5,2.84,2,0,0.144859813
29,0,0,68,0,0,99,197.7,33.61,106,188.8,16.05,80,254.6,11.46,4,19.2,5.18,3,1,0.146341463
29,0,0,69,0,0,128,245.6,41.75,101,173,14.71,118,111.8,5.03,7,14.2,3.83,2,0,0.163265306
29,0,0,78,0,0,109,137.4,23.36,49,237.6,20.2,136,206.7,9.3,11,14,3.78,3,0,0.144859813
29,0,0,93,0,0,93,198.1,33.68,95,236.1,20.07,121,127.3,5.73,4,12.6,3.4,2,0,0.134408602
29,0,0,95,0,0,119,190.2,32.33,70,157.1,13.35,120,181.5,8.17,6,14,3.78,0,0,0.113989637
29,0,0,99,0,0,102,222.4,37.81,89,185.8,15.79,81,237.7,10.7,8,12,3.24,2,0,0.132075472
29,0,0,103,0,0,62,190.9,32.45,53,226.6,19.26,96,230.1,10.35,3,7.8,2.11,2,0,0.185483871
29,0,0,104,1,26,112,189.1,32.15,97,178.2,15.15,104,199.3,8.97,4,11.1,3,1,0,0.153424658
29,0,0,108,0,0,78,240.2,40.83,109,230.3,19.58,83,217,9.76,1,5.2,1.4,2,0,0.174107143
29,0,0,123,1,34,80,305.2,51.88,109,156.5,13.3,81,280,12.6,7,13.2,3.56,1,0,0.185483871
29,0,0,124,0,0,71,157.8,26.83,114,203.2,17.27,82,168.7,7.59,2,10,2.7,3,1,0.174107143
29,0,0,127,0,0,107,239.8,40.77,121,128.9,10.96,110,249.9,11.25,5,11.3,3.05,1,0,0.132075472
29,0,0,137,0,0,90,144,24.48,100,181.6,15.44,93,128.1,5.76,2,12.3,3.32,0,0,0.116731518
29,0,0,158,0,0,114,172.4,29.31,69,256.6,21.81,104,235.3,10.59,0,0,0,2,0,0.166023166
29,0,0,165,0,0,75,150.5,25.59,93,193.1,16.41,93,311.6,14.02,2,10.3,2.78,1,0,0.142857143
29,0,0,199,1,34,121,230.6,39.2,99,219.4,18.65,94,299.3,13.47,2,8,2.16,0,0,0.116731518
29,0,0,243,0,0,99,98.2,16.69,85,186.7,15.87,96,146.7,6.6,4,9.3,2.51,2,0,0.153424658
29,0,1,35,0,0,87,260.8,44.34,78,258.1,21.94,123,131.3,5.91,2,5.8,1.57,1,0,0.132075472
29,0,1,50,0,0,90,157.1,26.71,72,223.3,18.98,111,181.4,8.16,2,6.1,1.65,1,0,0.116731518
29,0,1,52,1,20,63,133.3,22.66,123,184.1,15.65,107,272.9,12.28,2,13.5,3.65,1,0,0.174107143
29,0,1,58,1,47,117,151.1,25.69,103,137.4,11.68,99,172.6,7.77,8,9.2,2.48,1,0,0.141176471
29,0,1,59,0,0,93,231.4,39.34,92,168,14.28,124,257.2,11.57,5,11.4,3.08,2,0,0.094827586
29,0,1,63,0,0,64,83,14.11,106,177,15.05,89,245.7,11.06,3,13,3.51,0,0,0.144859813
29,0,1,72,0,0,93,217.8,37.03,113,189.7,16.12,91,182.6,8.22,5,10.4,2.81,4,0,0.05
29,0,1,79,0,0,134,103.5,17.6,111,319.3,27.14,124,239.9,10.8,4,8.4,2.27,2,0,0.174107143
29,0,1,80,0,0,109,209.9,35.68,56,226.1,19.22,121,154.2,6.94,5,9,2.43,1,0,0.122137405
29,0,1,81,0,0,89,203.5,34.6,69,289.6,24.62,71,212.9,9.58,3,8.7,2.35,3,0,0.113989637
29,0,1,81,0,0,141,261.4,44.44,102,215.7,18.33,96,271.8,12.23,6,8,2.16,1,1,0.153424658
29,0,1,85,0,0,73,216,36.72,117,188.2,16,98,147.1,6.62,7,3.6,0.97,2,0,0.122137405
29,0,1,88,0,0,116,181.5,30.86,119,187,15.9,96,220.3,9.91,7,10.5,2.84,1,0,0.185483871
29,0,1,94,0,0,49,206.1,35.04,115,224.6,19.09,74,256.7,11.55,1,13,3.51,1,0,0.25
29,0,1,106,0,0,100,196.7,33.44,109,210.2,17.87,83,173.8,7.82,1,7.8,2.11,4,1,0.166023166
29,0,1,109,1,36,147,244.2,41.51,65,199.7,16.97,109,144.4,6.5,3,15.4,4.16,2,1,0.094827586
29,0,1,116,1,27,137,175.5,29.84,60,210.6,17.9,121,294.8,13.27,5,6.9,1.86,1,0,0.153424658
29,0,1,117,0,0,100,54.2,9.21,84,303.2,25.77,84,171.8,7.73,2,8.6,2.32,1,1,0.174107143
29,0,1,124,0,0,92,108.2,18.39,83,214.3,18.22,155,185.5,8.35,11,13.2,3.56,4,1,0.17370892
29,0,1,128,1,40,112,272.2,46.27,111,239.9,20.39,124,257.3,11.58,2,11.6,3.13,1,0,0.146341463
29,0,1,161,0,0,114,156.1,26.54,63,180.3,15.33,115,179.6,8.08,9,11.1,3,2,0,0.166666667
29,0,1,189,0,0,106,208.3,35.41,123,236.7,20.12,120,179.1,8.06,5,11.3,3.05,3,0,0
29,0,1,224,0,0,133,111.4,18.94,66,175,14.88,106,217.2,9.77,6,5.5,1.49,3,0,0.132075472
29,1,0,34,1,26,91,193.4,32.88,94,198.3,16.86,94,257.2,11.57,5,9.5,2.57,2,0,0.116731518
29,1,0,47,1,31,114,140.6,23.9,44,264.6,22.49,121,238.7,10.74,4,9.7,2.62,2,0,0.098901099
29,1,0,59,0,0,113,107.8,18.33,125,216.6,18.41,92,217.5,9.79,3,9.9,2.67,2,0,0.139344262
29,1,0,62,0,0,107,196.2,33.35,104,103.9,8.83,88,203.8,9.17,4,13.2,3.56,1,0,0.134408602
29,1,0,71,0,0,113,178.2,30.29,94,167.8,14.26,111,182.1,8.19,3,13.6,3.67,3,1,0.116731518
29,1,0,71,0,0,132,258.4,43.93,119,126.8,10.78,87,182.4,8.21,8,9.7,2.62,4,0,0.120879121
29,1,0,73,1,6,105,237.6,40.39,98,244.9,20.82,107,188.3,8.47,11,6.8,1.84,4,0,0.06122449
29,1,0,76,0,0,66,273.3,46.46,121,263.6,22.41,84,165.2,7.43,7,12,3.24,1,1,0.113989637
29,1,0,79,0,0,119,130.2,22.13,121,290.9,24.73,140,194.8,8.77,6,14,3.78,3,0,0.135951662
29,1,0,88,0,0,86,73.3,12.46,82,161.4,13.72,76,239.6,10.78,3,8.2,2.21,4,1,0.139344262
29,1,0,88,0,0,119,152.9,25.99,107,171.2,14.55,106,257,11.57,5,12,3.24,2,0,0.166023166
29,1,0,105,1,33,68,209.6,35.63,140,146.9,12.49,131,121,5.44,3,10.6,2.86,2,0,0.144859813
29,1,0,112,1,16,110,221.6,37.67,123,130.2,11.07,108,200,9,3,11.3,3.05,1,0,0.153424658
29,1,0,116,1,35,103,118,20.06,106,167.2,14.21,102,205.7,9.26,2,11.8,3.19,2,0,0.113989637
29,1,0,120,1,26,94,239.4,40.7,88,259.4,22.05,132,238,10.71,3,7.7,2.08,0,0,0.185483871
29,1,0,127,1,25,118,203.8,34.65,48,267.1,22.7,105,225.1,10.13,5,7.3,1.97,0,0,0.194444444
29,1,0,128,1,28,96,115.4,19.62,94,185.4,15.76,69,209.3,9.42,4,17.7,4.78,0,0,0.116731518
29,1,0,136,1,23,65,235.6,40.05,81,177.7,15.1,105,138.7,6.24,5,11.3,3.05,1,0,0.142857143
29,1,0,153,0,0,107,195.4,33.22,96,154.6,13.14,97,142.8,6.43,6,11.6,3.13,1,0,0.153424658
29,1,0,159,0,0,103,180.1,30.62,148,193.4,16.44,109,251.2,11.3,5,13.4,3.62,0,0,0.146341463
29,1,0,197,0,0,80,127.3,21.64,115,222.3,18.9,95,173.9,7.83,5,13.7,3.7,5,1,0.120879121
29,1,1,63,1,29,107,142.3,24.19,56,118.7,10.09,91,240.1,10.8,8,6.6,1.78,1,0,0.142857143
29,1,1,66,0,0,112,241.7,41.09,78,251.6,21.39,82,105,4.72,2,11.3,3.05,2,0,0.11627907
29,1,1,74,0,0,93,230.9,39.25,78,223,18.96,101,157.8,7.1,2,9.7,2.62,3,0,0.135951662
29,1,1,82,0,0,36,185.8,31.59,134,276.5,23.5,104,192.1,8.64,7,5.7,1.54,4,0,0.139344262
29,1,1,83,0,0,120,337.4,57.36,116,227.4,19.33,114,153.9,6.93,7,15.8,4.27,0,1,0.122137405
29,1,1,86,1,39,122,261.2,44.4,101,214.2,18.21,101,154.9,6.97,5,12.7,3.43,2,0,0.120879121
29,1,1,88,0,0,97,65.4,11.12,76,168.2,14.3,113,236,10.62,1,13.8,3.73,2,0,0.139344262
29,1,1,90,1,32,83,194,32.98,111,151.7,12.89,111,205.8,9.26,4,9.3,2.51,1,0,0.116731518
29,1,1,100,0,0,97,254.2,43.21,88,262,22.27,82,256.3,11.53,6,13.6,3.67,0,1,0.146341463
29,1,1,100,0,0,98,78.7,13.38,102,225.6,19.18,106,150.4,6.77,8,14,3.78,0,0,0.166023166
29,1,1,103,1,22,126,219,37.23,126,311.9,26.51,112,197,8.87,8,9,2.43,3,0,0.17370892
29,1,1,121,1,12,56,127.2,21.62,114,241.6,20.54,84,176.6,7.95,3,13.2,3.56,3,0,0.134408602
29,1,1,125,1,32,109,96.5,16.41,109,145.8,12.39,82,174.4,7.85,2,9.4,2.54,1,0,0.166023166
29,1,1,138,0,0,114,63.7,10.83,132,212.2,18.04,114,247.6,11.14,4,8.8,2.38,0,0,0.144859813
29,1,1,140,0,0,98,162.6,27.64,109,206.2,17.53,66,141.6,6.37,2,8.2,2.21,1,0,0.142857143
29,1,1,159,0,0,80,168.5,28.65,119,203.9,17.33,126,199.1,8.96,2,8.1,2.19,1,0,0.134408602
29,1,1,164,0,0,78,123.3,20.96,85,170,14.45,78,165.9,7.47,2,12.7,3.43,1,0,0.113989637
29,1,1,170,1,37,130,178.1,30.28,103,242.8,20.64,93,243,10.93,4,13,3.51,0,0,0.11627907
30,0,0,41,0,0,83,208,35.36,110,199.4,16.95,91,173.5,7.81,3,14.9,4.02,1,0,0.125
30,0,0,50,0,0,74,167.7,28.51,98,179.9,15.29,73,166.5,7.49,2,10.9,2.94,1,0,0.17370892
30,0,0,55,0,0,115,221,37.57,97,165.4,14.06,117,235.4,10.59,4,9.7,2.62,1,0,0.120879121
30,0,0,61,1,31,101,288.7,49.08,102,203.8,17.32,49,203.2,9.14,3,8.6,2.32,0,0,0.139344262
30,0,0,65,0,0,87,116.8,19.86,93,178.9,15.21,150,182.4,8.21,2,14.1,3.81,1,0,0.095238095
30,0,0,70,1,20,110,230.2,39.13,111,177.5,15.09,38,206.3,9.28,2,11.9,3.21,0,0,0.122137405
30,0,0,79,0,0,109,156.9,26.67,87,122.2,10.39,103,189.1,8.51,5,11.3,3.05,3,0,0.185483871
30,0,0,79,1,25,95,219,37.23,95,241.9,20.56,102,203.4,9.15,5,5.6,1.51,4,0,0.113989637
30,0,0,93,0,0,131,173,29.41,108,190.4,16.18,66,290,13.05,2,10.4,2.81,0,0,0.185483871
30,0,0,93,1,42,101,166.9,28.37,84,273.2,23.22,106,171,7.69,1,11.5,3.11,1,0,0.174107143
30,0,0,104,0,0,116,76.4,12.99,74,115.6,9.83,94,226.3,10.18,3,9.4,2.54,3,0,0.139344262
30,0,0,110,0,0,88,227.7,38.71,96,170,14.45,57,128.7,5.79,5,11.7,3.16,1,0,0.17370892
30,0,0,113,0,0,137,158.9,27.01,109,242.8,20.64,97,247.8,11.15,4,6.5,1.76,0,0,0.113989637
30,0,0,113,1,23,104,149,25.33,67,235.8,20.04,76,201.8,9.08,5,9.5,2.57,4,0,0.153846154
30,0,0,116,0,0,126,137.4,23.36,94,120,10.2,64,130.3,5.86,2,12.4,3.35,3,0,0.138461538
30,0,0,120,0,0,98,149.2,25.36,88,193.6,16.46,119,248.9,11.2,5,11.1,3,1,0,0.131578947
30,0,0,120,0,0,109,163.6,27.81,95,237.3,20.17,141,186.2,8.38,5,12.3,3.32,0,0,0.116731518
30,0,0,121,1,35,62,193.8,32.95,97,197.6,16.8,95,218.8,9.85,4,5.9,1.59,0,0,0.138461538
30,0,0,137,0,0,119,147.2,25.02,91,192.8,16.39,105,172.7,7.77,4,10.2,2.75,1,0,0.166666667
30,0,0,181,1,16,85,196,33.32,119,107.1,9.1,110,205.9,9.27,1,9.7,2.62,1,0,0.17370892
30,0,1,24,0,0,132,235.6,40.05,129,115.9,9.85,136,185.4,8.34,2,16.2,4.37,0,0,0.134408602
30,0,1,36,1,42,89,196.8,33.46,122,254.9,21.67,126,138.3,6.22,6,20,5.4,0,1,0.122137405
30,0,1,69,0,0,88,143.6,24.41,86,141.8,12.05,83,194,8.73,5,10.8,2.92,3,0,0.174107143
30,0,1,73,0,0,95,213,36.21,104,188.8,16.05,89,136.2,6.13,3,13.5,3.65,0,0,0.135951662
30,0,1,76,1,26,110,214.6,36.48,87,205.2,17.44,140,134.6,6.06,2,8.1,2.19,1,0,0.174107143
30,0,1,81,0,0,84,154.5,26.27,91,216.2,18.38,82,229.8,10.34,3,13.7,3.7,1,0,0.153424658
30,0,1,86,0,0,115,190.5,32.39,130,179.6,15.27,89,258.5,11.63,5,10.1,2.73,3,0,0.25
30,0,1,90,0,0,111,175.9,29.9,115,285.2,24.24,122,150.8,6.79,7,13,3.51,1,0,0.098591549
30,0,1,93,0,0,92,217.2,36.92,83,204.5,17.38,101,157.9,7.11,10,11.4,3.08,1,0,0.17370892
30,0,1,94,0,0,96,255.1,43.37,67,276.9,23.54,74,226.5,10.19,2,10.6,2.86,0,1,0.146341463
30,0,1,94,0,0,109,183.1,31.13,109,199.4,16.95,71,214.1,9.63,4,13.9,3.75,0,0,0.098901099
30,0,1,98,0,0,129,165,28.05,113,202.6,17.22,94,172.3,7.75,7,12.5,3.38,1,1,0.142857143
30,0,1,101,1,23,101,262.2,44.57,80,157,13.35,100,129.1,5.81,14,7.3,1.97,1,0,0.153846154
30,0,1,109,1,39,69,86.4,14.69,108,189.1,16.07,119,225.4,10.14,4,4.8,1.3,2,0,0.122137405
30,0,1,111,0,0,102,177.1,30.11,102,249.1,21.17,66,153.3,6.9,4,8.8,2.38,2,0,0.144859813
30,0,1,114,0,0,119,326.1,55.44,105,161,13.69,129,220.1,9.9,3,11,2.97,1,1,0.204545455
30,0,1,116,0,0,74,149.6,25.43,92,167.9,14.27,100,174.1,7.83,7,16.4,4.43,0,0,0.146341463
30,0,1,120,1,40,80,222.2,37.77,84,223.1,18.96,65,164,7.38,3,12.1,3.27,1,0,0.163265306
30,0,1,122,0,0,87,189.9,32.28,118,193.9,16.48,114,177.4,7.98,2,15.6,4.21,0,0,0.141176471
30,0,1,123,0,0,104,123.2,20.94,117,190,16.15,95,170.3,7.66,5,12.9,3.48,4,1,0.135951662
30,0,1,123,0,0,115,206.9,35.17,86,224.4,19.07,60,197.4,8.88,2,8.3,2.24,3,0,0.153424658
30,0,1,127,1,28,124,235.6,40.05,113,236.8,20.13,127,241.2,10.85,2,7.7,2.08,1,0,0.153846154
30,0,1,128,0,0,94,147.7,25.11,83,283.3,24.08,124,188.3,8.47,5,6.9,1.86,2,0,0.135951662
30,0,1,134,0,0,105,202.7,34.46,90,224.9,19.12,108,253.9,11.43,7,12.1,3.27,0,0,0.113989637
30,0,1,142,0,0,140,140.8,23.94,119,228.6,19.43,88,152.9,6.88,7,10.9,2.94,1,0,0.134408602
30,0,1,146,0,0,113,174.3,29.63,107,200.7,17.06,145,281.2,12.65,3,11.6,3.13,4,0,0.146341463
30,0,1,161,0,0,90,198,33.66,102,186.4,15.84,90,219.2,9.86,2,9.3,2.51,1,0,0.141176471
30,0,1,167,0,0,108,143.7,24.43,111,75.6,6.43,99,217.9,9.81,4,9.9,2.67,0,0,0.166023166
30,0,1,170,0,0,106,184.1,31.3,70,204.9,17.42,133,224.3,10.09,3,9.8,2.65,2,0,0.185483871
30,1,0,32,1,26,109,266.7,45.34,107,232.3,19.75,98,212.8,9.58,4,16.3,4.4,1,0,0.144859813
30,1,0,47,1,40,90,158.3,26.91,71,213.2,18.12,132,123,5.54,2,14,3.78,2,0,0.132075472
30,1,0,56,0,0,112,221.9,37.72,122,278.2,23.65,85,288.1,12.96,5,7.1,1.92,0,1,0.134408602
30,1,0,57,0,0,100,202,34.34,90,168.9,14.36,119,231.8,10.43,4,3.4,0.92,1,0,0.141176471
30,1,0,60,1,45,101,135.6,23.05,73,94.9,8.07,118,154,6.93,3,9.8,2.65,4,1,0.134408602
30,1,0,63,0,0,119,204,34.68,90,161.7,13.74,113,202.6,9.12,4,9.4,2.54,3,0,0.098901099
30,1,0,72,0,0,116,287.4,48.86,126,235.3,20,114,292.1,13.14,3,5,1.35,4,1,0.146341463
30,1,0,74,0,0,87,200.4,34.07,105,309.2,26.28,118,152.1,6.84,2,10,2.7,1,0,0.122137405
30,1,0,78,0,0,115,231,39.27,140,230.4,19.58,120,261.4,11.76,3,9.5,2.57,1,0,0.144859813
30,1,0,79,1,32,62,50.6,8.6,87,201.4,17.12,121,146.8,6.61,4,4.2,1.13,2,0,0.113989637
30,1,0,87,1,28,95,151.4,25.74,97,152.4,12.95,109,250.1,11.25,0,0,0,1,0,0.166666667
30,1,0,91,0,0,106,271.9,46.22,116,231.9,19.71,110,247,11.12,3,9.3,2.51,1,1,0.134408602
30,1,0,94,0,0,103,229.2,38.96,133,163.9,13.93,67,190.1,8.55,6,7.4,2,3,0,0.116731518
30,1,0,96,0,0,117,264.6,44.98,121,264.1,22.45,89,77.1,3.47,4,8.1,2.19,0,0,0.225806452
30,1,0,114,0,0,85,203.8,34.65,110,87.8,7.46,122,166.2,7.48,4,11.7,3.16,1,0,0.174107143
30,1,0,119,0,0,131,153.2,26.04,85,116.6,9.91,74,218.5,9.83,5,10.1,2.73,1,0,0.122137405
30,1,0,125,0,0,119,143.6,24.41,119,238.5,20.27,89,173.6,7.81,4,10.9,2.94,2,0,0.094827586
30,1,0,136,0,0,105,101.7,17.29,99,202.8,17.24,119,136.2,6.13,6,9.4,2.54,3,0,0.142857143
30,1,1,3,0,0,99,139,23.63,108,250.7,21.31,87,286.2,12.88,3,6.1,1.65,4,0,0.166023166
30,1,1,42,0,0,108,92.2,15.67,120,211.2,17.95,73,129.1,5.81,6,13.1,3.54,1,0,0.174107143
30,1,1,43,0,0,88,212.5,36.13,145,274.1,23.3,52,194.6,8.76,6,8.6,2.32,0,0,0.135951662
30,1,1,70,0,0,125,177.4,30.16,104,226.2,19.23,72,254.1,11.43,4,10.9,2.94,0,0,0.11627907
30,1,1,80,0,0,101,157,26.69,127,208.8,17.75,109,113.3,5.1,2,16.2,4.37,2,0,0.142857143
30,1,1,81,0,0,67,175.5,29.84,85,249.3,21.19,98,270.2,12.16,3,10.2,2.75,1,0,0.122137405
30,1,1,82,0,0,110,130,22.1,88,185.3,15.75,105,178.7,8.04,4,8.3,2.24,0,0,0.138461538
30,1,1,93,0,0,61,216.9,36.87,120,207.4,17.63,110,221.7,9.98,5,17.5,4.73,1,1,0.153424658
30,1,1,98,0,0,119,271.4,46.14,102,190.4,16.18,118,284.7,12.81,6,11.1,3,4,1,0.153424658
30,1,1,103,1,40,52,140.3,23.85,114,245.6,20.88,86,111.7,5.03,6,11.1,3,1,0,0.144859813
30,1,1,105,0,0,134,181.3,30.82,84,136,11.56,122,271.2,12.2,3,10.3,2.78,1,0,0.116731518
30,1,1,110,0,0,102,192.6,32.74,118,178.9,15.21,74,214.6,9.66,4,9.4,2.54,1,0,0.166023166
30,1,1,119,1,35,92,217.1,36.91,134,220.8,18.77,93,249.5,11.23,5,8,2.16,2,0,0.132075472
30,1,1,122,0,0,128,141.4,24.04,70,146.4,12.44,75,123,5.54,4,8.1,2.19,0,0,0.134408602
30,1,1,123,1,22,105,197.6,33.59,86,80,6.8,82,120.8,5.44,12,15.6,4.21,2,0,0.185483871
30,1,1,130,0,0,112,183,31.11,99,72.9,6.2,78,181.8,8.18,19,9.5,2.57,0,0,0.25
30,1,1,131,0,0,114,143.1,24.33,119,138.1,11.74,100,199.4,8.97,3,8.9,2.4,3,0,0.146341463
30,1,1,135,0,0,92,181.8,30.91,63,159.6,13.57,78,232.4,10.46,6,7,1.89,0,0,0.11627907
30,1,1,150,1,29,91,235.8,40.09,84,202.8,17.24,81,246.3,11.08,4,11.9,3.21,1,0,0.185483871
30,1,1,164,1,32,116,111.7,18.99,93,133.9,11.38,76,176.5,7.94,5,8,2.16,1,0,0.122137405
30,1,1,176,1,23,130,283.2,48.14,74,162.6,13.82,104,177.7,8,6,7.2,1.94,1,0,0.132075472
30,1,1,177,0,0,99,175.4,29.82,83,155.3,13.2,86,179.4,8.07,3,11.5,3.11,1,0,0.166023166
30,1,1,184,0,0,73,236.4,40.19,120,287.3,24.42,94,192,8.64,4,13.8,3.73,1,1,0.185483871
31,0,0,12,0,0,112,239.7,40.75,122,221.1,18.79,109,207.3,9.33,3,11.1,3,2,0,0.134408602
31,0,0,25,0,0,108,250.1,42.52,97,221.9,18.86,84,208.5,9.38,3,11.1,3,2,0,0.122137405
31,0,0,39,0,0,126,295.4,50.22,117,232.1,19.73,123,204.4,9.2,2,11.5,3.11,1,1,0.153846154
31,0,0,42,0,0,122,217.2,36.92,58,303.2,25.77,114,147.3,6.63,4,14,3.78,2,0,0.166023166
